surname,frequency,cumulative_frequency,rank,source
DROSSOS,0.0,90.189,85717,US Census 1990
DROSSMAN,0.0,90.189,85718,US Census 1990
DROSKI,0.0,90.189,85719,US Census 1990
DRONG,0.0,90.189,85720,US Census 1990
DRONES,0.0,90.189,85721,US Census 1990
DRONEN,0.0,90.189,85722,US Census 1990
DROEGMILLER,0.0,90.19,85723,US Census 1990
DROCK,0.0,90.19,85724,US Census 1990
DRISDELLE,0.0,90.19,85725,US Census 1990
DRINKALL,0.0,90.19,85726,US Census 1990
DRIMMER,0.0,90.19,85727,US Census 1990
DRIGGINS,0.0,90.19,85728,US Census 1990
DRIESEL,0.0,90.19,85729,US Census 1990
DRIERE,0.0,90.19,85730,US Census 1990
DREWSKI,0.0,90.19,85731,US Census 1990
DREPS,0.0,90.19,85732,US Census 1990
DREKA,0.0,90.191,85733,US Census 1990
DREITH,0.0,90.191,85734,US Census 1990
DREGRICH,0.0,90.191,85735,US Census 1990
DREGGS,0.0,90.191,85736,US Census 1990
DRAWY,0.0,90.191,85737,US Census 1990
DRAWEC,0.0,90.191,85738,US Census 1990
DRAVLAND,0.0,90.191,85739,US Census 1990
DRAPE,0.0,90.191,85740,US Census 1990
DRAMIS,0.0,90.191,85741,US Census 1990
DRAINER,0.0,90.191,85742,US Census 1990
DRAGUN,0.0,90.191,85743,US Census 1990
DRAGT,0.0,90.192,85744,US Census 1990
DRAGOTTA,0.0,90.192,85745,US Census 1990
DRAGAJ,0.0,90.192,85746,US Census 1990
DRAFTON,0.0,90.192,85747,US Census 1990
DRAFALL,0.0,90.192,85748,US Census 1990
DRADER,0.0,90.192,85749,US Census 1990
DRAA,0.0,90.192,85750,US Census 1990
DOZOIS,0.0,90.192,85751,US Census 1990
DOZAR,0.0,90.192,85752,US Census 1990
DOYAN,0.0,90.192,85753,US Census 1990
DOXON,0.0,90.193,85754,US Census 1990
DOWSETT,0.0,90.193,85755,US Census 1990
DOVENMUEHLER,0.0,90.193,85756,US Census 1990
DOUYON,0.0,90.193,85757,US Census 1990
DOUVIER,0.0,90.193,85758,US Census 1990
DOUVIA,0.0,90.193,85759,US Census 1990
DOUTHART,0.0,90.193,85760,US Census 1990
DOUSSAN,0.0,90.193,85761,US Census 1990
DOURADO,0.0,90.193,85762,US Census 1990
DOULANI,0.0,90.193,85763,US Census 1990
DOUILLET,0.0,90.193,85764,US Census 1990
DOUGHARITY,0.0,90.194,85765,US Census 1990
DOUGALL,0.0,90.194,85766,US Census 1990
DOUET,0.0,90.194,85767,US Census 1990
DOU,0.0,90.194,85768,US Census 1990
DOTTO,0.0,90.194,85769,US Census 1990
DOTTERY,0.0,90.194,85770,US Census 1990
DOTSTRY,0.0,90.194,85771,US Census 1990
DOTO,0.0,90.194,85772,US Census 1990
DOTIE,0.0,90.194,85773,US Census 1990
DOSWELL,0.0,90.194,85774,US Census 1990
DOSKOCIL,0.0,90.195,85775,US Census 1990
DOSECK,0.0,90.195,85776,US Census 1990
DORWEILER,0.0,90.195,85777,US Census 1990
DORVILLIER,0.0,90.195,85778,US Census 1990
DORVEE,0.0,90.195,85779,US Census 1990
DORTILLA,0.0,90.195,85780,US Census 1990
DORSAINVIL,0.0,90.195,85781,US Census 1990
DORRIAN,0.0,90.195,85782,US Census 1990
DORPINGHAUS,0.0,90.195,85783,US Census 1990
DORPH,0.0,90.195,85784,US Census 1990
DOROSAN,0.0,90.195,85785,US Census 1990
DORNSEIF,0.0,90.196,85786,US Census 1990
DORNHELM,0.0,90.196,85787,US Census 1990
DORNELLAS,0.0,90.196,85788,US Census 1990
DORNE,0.0,90.196,85789,US Census 1990
DORNBOS,0.0,90.196,85790,US Census 1990
DORMANEN,0.0,90.196,85791,US Census 1990
DORMANE,0.0,90.196,85792,US Census 1990
DORIEAN,0.0,90.196,85793,US Census 1990
DORER,0.0,90.196,85794,US Census 1990
DORCENT,0.0,90.196,85795,US Census 1990
DORAT,0.0,90.197,85796,US Census 1990
DOPF,0.0,90.197,85797,US Census 1990
DOOTSON,0.0,90.197,85798,US Census 1990
DOORNBOS,0.0,90.197,85799,US Census 1990
DOONEY,0.0,90.197,85800,US Census 1990
DONTEN,0.0,90.197,85801,US Census 1990
DONTAS,0.0,90.197,85802,US Census 1990
DONOTA,0.0,90.197,85803,US Census 1990
DONOHVE,0.0,90.197,85804,US Census 1990
DONNING,0.0,90.197,85805,US Census 1990
DONNELLON,0.0,90.197,85806,US Census 1990
DONNE,0.0,90.198,85807,US Census 1990
DONMORE,0.0,90.198,85808,US Census 1990
DONKOR,0.0,90.198,85809,US Census 1990
DONKERVOET,0.0,90.198,85810,US Census 1990
DONHOE,0.0,90.198,85811,US Census 1990
DONGO,0.0,90.198,85812,US Census 1990
DONELON,0.0,90.198,85813,US Census 1990
DONCHATZ,0.0,90.198,85814,US Census 1990
DONAWA,0.0,90.198,85815,US Census 1990
DONAR,0.0,90.198,85816,US Census 1990
DOMNICK,0.0,90.199,85817,US Census 1990
DOMKOWSKI,0.0,90.199,85818,US Census 1990
DOMIO,0.0,90.199,85819,US Census 1990
DOMINIS,0.0,90.199,85820,US Census 1990
DOMINIQUEZ,0.0,90.199,85821,US Census 1990
DOMINICUS,0.0,90.199,85822,US Census 1990
DOMINICO,0.0,90.199,85823,US Census 1990
DOMINGUS,0.0,90.199,85824,US Census 1990
DOMIANUS,0.0,90.199,85825,US Census 1990
DOMAS,0.0,90.199,85826,US Census 1990
DOLVEN,0.0,90.2,85827,US Census 1990
DOLLIVER,0.0,90.2,85828,US Census 1990
DOLJAC,0.0,90.2,85829,US Census 1990
DOLIVEIRA,0.0,90.2,85830,US Census 1990
DOLHON,0.0,90.2,85831,US Census 1990
DOLGAS,0.0,90.2,85832,US Census 1990
DOLFAY,0.0,90.2,85833,US Census 1990
DOLCETTO,0.0,90.2,85834,US Census 1990
DOKUCHITZ,0.0,90.2,85835,US Census 1990
DOINO,0.0,90.2,85836,US Census 1990
DOIEL,0.0,90.2,85837,US Census 1990
DOFFING,0.0,90.201,85838,US Census 1990
DOERFLINGER,0.0,90.201,85839,US Census 1990
DOEPNER,0.0,90.201,85840,US Census 1990
DOELLING,0.0,90.201,85841,US Census 1990
DODICH,0.0,90.201,85842,US Census 1990
DODERER,0.0,90.201,85843,US Census 1990
DOCKRAY,0.0,90.201,85844,US Census 1990
DOCKETT,0.0,90.201,85845,US Census 1990
DOCKER,0.0,90.201,85846,US Census 1990
DOCIMO,0.0,90.201,85847,US Census 1990
DOBRE,0.0,90.202,85848,US Census 1990
DOBRASZ,0.0,90.202,85849,US Census 1990
DOBMEIER,0.0,90.202,85850,US Census 1990
DOBESH,0.0,90.202,85851,US Census 1990
DOBBERFUHL,0.0,90.202,85852,US Census 1990
DOBB,0.0,90.202,85853,US Census 1990
DMITRIEV,0.0,90.202,85854,US Census 1990
DLOBIK,0.0,90.202,85855,US Census 1990
DLABAJ,0.0,90.202,85856,US Census 1990
DJURIC,0.0,90.202,85857,US Census 1990
DIZADARE,0.0,90.202,85858,US Census 1990
DIVENTO,0.0,90.203,85859,US Census 1990
DIVAN,0.0,90.203,85860,US Census 1990
DIULIO,0.0,90.203,85861,US Census 1990
DITTI,0.0,90.203,85862,US Census 1990
DITTBRENNER,0.0,90.203,85863,US Census 1990
DITTA,0.0,90.203,85864,US Census 1990
DITOLLA,0.0,90.203,85865,US Census 1990
DITCHFIELD,0.0,90.203,85866,US Census 1990
DISTILO,0.0,90.203,85867,US Census 1990
DISTANCE,0.0,90.203,85868,US Census 1990
DISPONETTE,0.0,90.204,85869,US Census 1990
DISPIRITO,0.0,90.204,85870,US Census 1990
DISHINGER,0.0,90.204,85871,US Census 1990
DISCON,0.0,90.204,85872,US Census 1990
DISARUFINO,0.0,90.204,85873,US Census 1990
DISABATO,0.0,90.204,85874,US Census 1990
DIRUZZO,0.0,90.204,85875,US Census 1990
DIROSE,0.0,90.204,85876,US Census 1990
DIROLLO,0.0,90.204,85877,US Census 1990
DIRADO,0.0,90.204,85878,US Census 1990
DIPPERY,0.0,90.204,85879,US Census 1990
DIONISOPOULOS,0.0,90.205,85880,US Census 1990
DIONES,0.0,90.205,85881,US Census 1990
DINUNZIO,0.0,90.205,85882,US Census 1990
DINUCCI,0.0,90.205,85883,US Census 1990
DINOVO,0.0,90.205,85884,US Census 1990
DINOVI,0.0,90.205,85885,US Census 1990
DINOLA,0.0,90.205,85886,US Census 1990
DINHO,0.0,90.205,85887,US Census 1990
DINGS,0.0,90.205,85888,US Census 1990
DINGLASAN,0.0,90.205,85889,US Census 1990
DINGEL,0.0,90.206,85890,US Census 1990
DINCO,0.0,90.206,85891,US Census 1990
DIMPERIO,0.0,90.206,85892,US Census 1990
DIMOULAKIS,0.0,90.206,85893,US Census 1990
DIMOPOULOS,0.0,90.206,85894,US Census 1990
DIMMACK,0.0,90.206,85895,US Census 1990
DIMLING,0.0,90.206,85896,US Census 1990
DIMITRIOU,0.0,90.206,85897,US Census 1990
DIMES,0.0,90.206,85898,US Census 1990
DILTHEY,0.0,90.206,85899,US Census 1990
DILOX,0.0,90.206,85900,US Census 1990
DILLWORTH,0.0,90.207,85901,US Census 1990
DILLMORE,0.0,90.207,85902,US Census 1990
DILLIGARD,0.0,90.207,85903,US Census 1990
DILLESHAW,0.0,90.207,85904,US Census 1990
DILGARD,0.0,90.207,85905,US Census 1990
DILDA,0.0,90.207,85906,US Census 1990
DILCHER,0.0,90.207,85907,US Census 1990
DILCHAND,0.0,90.207,85908,US Census 1990
DIKKERS,0.0,90.207,85909,US Census 1990
DIKET,0.0,90.207,85910,US Census 1990
DIKENS,0.0,90.208,85911,US Census 1990
DIGRAZIA,0.0,90.208,85912,US Census 1990
DIGNESS,0.0,90.208,85913,US Census 1990
DIGIORGI,0.0,90.208,85914,US Census 1990
DIGIAMBATTIST,0.0,90.208,85915,US Census 1990
DIGESARE,0.0,90.208,85916,US Census 1990
DIFIORA,0.0,90.208,85917,US Census 1990
DIFFENDAL,0.0,90.208,85918,US Census 1990
DIEWOLD,0.0,90.208,85919,US Census 1990
DIETSCHE,0.0,90.208,85920,US Census 1990
DIESTEL,0.0,90.208,85921,US Census 1990
DIESEN,0.0,90.209,85922,US Census 1990
DIEN,0.0,90.209,85923,US Census 1990
DIEMOZ,0.0,90.209,85924,US Census 1990
DIELMAN,0.0,90.209,85925,US Census 1990
DIEGIDIO,0.0,90.209,85926,US Census 1990
DIEDRICKS,0.0,90.209,85927,US Census 1990
DIEBOL,0.0,90.209,85928,US Census 1990
DIDLAKE,0.0,90.209,85929,US Census 1990
DIDAMO,0.0,90.209,85930,US Census 1990
DICKUN,0.0,90.209,85931,US Census 1990
DICKSTEIN,0.0,90.21,85932,US Census 1990
DICKIRSON,0.0,90.21,85933,US Census 1990
DICKINS,0.0,90.21,85934,US Census 1990
DICIOCCIO,0.0,90.21,85935,US Census 1990
DICIANO,0.0,90.21,85936,US Census 1990
DICHRISTOPHER,0.0,90.21,85937,US Census 1990
DICARO,0.0,90.21,85938,US Census 1990
DICARA,0.0,90.21,85939,US Census 1990
DIBRINO,0.0,90.21,85940,US Census 1990
DIBENEDICT,0.0,90.21,85941,US Census 1990
DIAMICO,0.0,90.21,85942,US Census 1990
DIAK,0.0,90.211,85943,US Census 1990
DIACHENKO,0.0,90.211,85944,US Census 1990
DHOSANE,0.0,90.211,85945,US Census 1990
DEZELL,0.0,90.211,85946,US Census 1990
DEZAYAS,0.0,90.211,85947,US Census 1990
DEYETTE,0.0,90.211,85948,US Census 1990
DEYARMOND,0.0,90.211,85949,US Census 1990
DEYARMIN,0.0,90.211,85950,US Census 1990
DEWYER,0.0,90.211,85951,US Census 1990
DEWULF,0.0,90.211,85952,US Census 1990
DEWIT,0.0,90.212,85953,US Census 1990
DEWINNE,0.0,90.212,85954,US Census 1990
DEWARATANAWAN,0.0,90.212,85955,US Census 1990
DEVREESE,0.0,90.212,85956,US Census 1990
DEVITTO,0.0,90.212,85957,US Census 1990
DEVINCENZI,0.0,90.212,85958,US Census 1990
DEVICK,0.0,90.212,85959,US Census 1990
DEVEY,0.0,90.212,85960,US Census 1990
DEVENECIA,0.0,90.212,85961,US Census 1990
DEVEL,0.0,90.212,85962,US Census 1990
DEUSCHLE,0.0,90.212,85963,US Census 1990
DEUSCHEL,0.0,90.213,85964,US Census 1990
DEUMAN,0.0,90.213,85965,US Census 1990
DEUERMEYER,0.0,90.213,85966,US Census 1990
DETZ,0.0,90.213,85967,US Census 1990
DETURENNE,0.0,90.213,85968,US Census 1990
DETTRA,0.0,90.213,85969,US Census 1990
DETTORE,0.0,90.213,85970,US Census 1990
DETTMERING,0.0,90.213,85971,US Census 1990
DETTMANN,0.0,90.213,85972,US Census 1990
DETTERICH,0.0,90.213,85973,US Census 1990
DETORRES,0.0,90.214,85974,US Census 1990
DETLEFS,0.0,90.214,85975,US Census 1990
DETJEN,0.0,90.214,85976,US Census 1990
DETILLIER,0.0,90.214,85977,US Census 1990
DETHOMASIS,0.0,90.214,85978,US Census 1990
DETERING,0.0,90.214,85979,US Census 1990
DETAR,0.0,90.214,85980,US Census 1990
DESUTTER,0.0,90.214,85981,US Census 1990
DESTIME,0.0,90.214,85982,US Census 1990
DESTEPHANO,0.0,90.214,85983,US Census 1990
DESROCHER,0.0,90.214,85984,US Census 1990
DESQUARE,0.0,90.215,85985,US Census 1990
DESPORTE,0.0,90.215,85986,US Census 1990
DESPARROIS,0.0,90.215,85987,US Census 1990
DESORT,0.0,90.215,85988,US Census 1990
DESORMO,0.0,90.215,85989,US Census 1990
DESORBO,0.0,90.215,85990,US Census 1990
DESOLIER,0.0,90.215,85991,US Census 1990
DESMARIAS,0.0,90.215,85992,US Census 1990
DESLOGE,0.0,90.215,85993,US Census 1990
DESLAURIER,0.0,90.215,85994,US Census 1990
DESJARDIWS,0.0,90.216,85995,US Census 1990
DESIYATNIKOV,0.0,90.216,85996,US Census 1990
DESISLES,0.0,90.216,85997,US Census 1990
DESILVO,0.0,90.216,85998,US Census 1990
DESIATO,0.0,90.216,85999,US Census 1990
DESHAZIOR,0.0,90.216,86000,US Census 1990
DESFORGES,0.0,90.216,86001,US Census 1990
DESERRES,0.0,90.216,86002,US Census 1990
DESCHOMP,0.0,90.216,86003,US Census 1990
DESCHINO,0.0,90.216,86004,US Census 1990
DESCHAMBEAULT,0.0,90.216,86005,US Census 1990
DESAUTELLE,0.0,90.217,86006,US Census 1990
DESANTIGO,0.0,90.217,86007,US Census 1990
DESAN,0.0,90.217,86008,US Census 1990
DERUSO,0.0,90.217,86009,US Census 1990
DERUBEIS,0.0,90.217,86010,US Census 1990
DERRISO,0.0,90.217,86011,US Census 1990
DERRICOTT,0.0,90.217,86012,US Census 1990
DERRER,0.0,90.217,86013,US Census 1990
DEROOS,0.0,90.217,86014,US Census 1990
DEROKO,0.0,90.217,86015,US Census 1990
DEROIN,0.0,90.218,86016,US Census 1990
DEROEST,0.0,90.218,86017,US Census 1990
DEROBLES,0.0,90.218,86018,US Census 1990
DERNIER,0.0,90.218,86019,US Census 1990
DERMO,0.0,90.218,86020,US Census 1990
DERKACH,0.0,90.218,86021,US Census 1990
DERIZZIO,0.0,90.218,86022,US Census 1990
DERITIS,0.0,90.218,86023,US Census 1990
DERION,0.0,90.218,86024,US Census 1990
DERIGGI,0.0,90.218,86025,US Census 1990
DERGURAHIAN,0.0,90.218,86026,US Census 1990
DEREU,0.0,90.219,86027,US Census 1990
DERER,0.0,90.219,86028,US Census 1990
DERENZIS,0.0,90.219,86029,US Census 1990
DERENTHAL,0.0,90.219,86030,US Census 1990
DERENSIS,0.0,90.219,86031,US Census 1990
DERENDAL,0.0,90.219,86032,US Census 1990
DERENBERGER,0.0,90.219,86033,US Census 1990
DEREMIAH,0.0,90.219,86034,US Census 1990
DERAVENIERE,0.0,90.219,86035,US Census 1990
DERAMO,0.0,90.219,86036,US Census 1990
DERALPH,0.0,90.22,86037,US Census 1990
DEPSKY,0.0,90.22,86038,US Census 1990
DEPRIZIO,0.0,90.22,86039,US Census 1990
DEPRINCE,0.0,90.22,86040,US Census 1990
DEPREZ,0.0,90.22,86041,US Census 1990
DEPRATT,0.0,90.22,86042,US Census 1990
DEPOTTEY,0.0,90.22,86043,US Census 1990
DEPIPPO,0.0,90.22,86044,US Census 1990
DEPINHO,0.0,90.22,86045,US Census 1990
DEPIETRO,0.0,90.22,86046,US Census 1990
DEPETRIS,0.0,90.22,86047,US Census 1990
DEPERTE,0.0,90.221,86048,US Census 1990
DEPENA,0.0,90.221,86049,US Census 1990
DEPAULIS,0.0,90.221,86050,US Census 1990
DEPASSE,0.0,90.221,86051,US Census 1990
DEPACE,0.0,90.221,86052,US Census 1990
DEONARIAN,0.0,90.221,86053,US Census 1990
DEODATO,0.0,90.221,86054,US Census 1990
DENSKI,0.0,90.221,86055,US Census 1990
DENSIESKI,0.0,90.221,86056,US Census 1990
DENOYELLES,0.0,90.221,86057,US Census 1990
DENOFRIO,0.0,90.222,86058,US Census 1990
DENNI,0.0,90.222,86059,US Census 1990
DENNERT,0.0,90.222,86060,US Census 1990
DENNA,0.0,90.222,86061,US Census 1990
DENIKEN,0.0,90.222,86062,US Census 1990
DENIER,0.0,90.222,86063,US Census 1990
DENICE,0.0,90.222,86064,US Census 1990
DENHARTOG,0.0,90.222,86065,US Census 1990
DENCH,0.0,90.222,86066,US Census 1990
DENCE,0.0,90.222,86067,US Census 1990
DENBURGER,0.0,90.222,86068,US Census 1990
DENAFO,0.0,90.223,86069,US Census 1990
DEMYERS,0.0,90.223,86070,US Census 1990
DEMULLING,0.0,90.223,86071,US Census 1990
DEMUIZON,0.0,90.223,86072,US Census 1990
DEMOSTHENES,0.0,90.223,86073,US Census 1990
DEMONEY,0.0,90.223,86074,US Census 1990
DEMONETT,0.0,90.223,86075,US Census 1990
DEMMON,0.0,90.223,86076,US Census 1990
DEMICH,0.0,90.223,86077,US Census 1990
DEMIAN,0.0,90.223,86078,US Census 1990
DEMETRIS,0.0,90.224,86079,US Census 1990
DEMETREE,0.0,90.224,86080,US Census 1990
DEMERIS,0.0,90.224,86081,US Census 1990
DEMCHOK,0.0,90.224,86082,US Census 1990
DEMBOSKY,0.0,90.224,86083,US Census 1990
DEMBINSKI,0.0,90.224,86084,US Census 1990
DEMBER,0.0,90.224,86085,US Census 1990
DEMAURI,0.0,90.224,86086,US Census 1990
DEMATOS,0.0,90.224,86087,US Census 1990
DEMASTERS,0.0,90.224,86088,US Census 1990
DEMARRAIS,0.0,90.224,86089,US Census 1990
DEMARINI,0.0,90.225,86090,US Census 1990
DEMARC,0.0,90.225,86091,US Census 1990
DEMARA,0.0,90.225,86092,US Census 1990
DELVIN,0.0,90.225,86093,US Census 1990
DELVEECHIO,0.0,90.225,86094,US Census 1990
DELUSIA,0.0,90.225,86095,US Census 1990
DELUNEY,0.0,90.225,86096,US Census 1990
DELUCCIA,0.0,90.225,86097,US Census 1990
DELRE,0.0,90.225,86098,US Census 1990
DELPIANO,0.0,90.225,86099,US Census 1990
DELOSANGLEL,0.0,90.226,86100,US Census 1990
DELOSANGELES,0.0,90.226,86101,US Census 1990
DELON,0.0,90.226,86102,US Census 1990
DELNEGRO,0.0,90.226,86103,US Census 1990
DELLOS,0.0,90.226,86104,US Census 1990
DELLON,0.0,90.226,86105,US Census 1990
DELLING,0.0,90.226,86106,US Census 1990
DELLIBOVI,0.0,90.226,86107,US Census 1990
DELLASCIUCCA,0.0,90.226,86108,US Census 1990
DELLASANTA,0.0,90.226,86109,US Census 1990
DELLAPINA,0.0,90.226,86110,US Census 1990
DELLAJACONO,0.0,90.227,86111,US Census 1990
DELLAGATTA,0.0,90.227,86112,US Census 1990
DELLACA,0.0,90.227,86113,US Census 1990
DELISO,0.0,90.227,86114,US Census 1990
DELINOIS,0.0,90.227,86115,US Census 1990
DELILLI,0.0,90.227,86116,US Census 1990
DELILLA,0.0,90.227,86117,US Census 1990
DELIBERATO,0.0,90.227,86118,US Census 1990
DELHOMME,0.0,90.227,86119,US Census 1990
DELGUERCIO,0.0,90.227,86120,US Census 1990
DELGER,0.0,90.228,86121,US Census 1990
DELGADILO,0.0,90.228,86122,US Census 1990
DELFI,0.0,90.228,86123,US Census 1990
DELFELDER,0.0,90.228,86124,US Census 1990
DELEY,0.0,90.228,86125,US Census 1990
DELEVIK,0.0,90.228,86126,US Census 1990
DELETTRE,0.0,90.228,86127,US Census 1990
DELESSIO,0.0,90.228,86128,US Census 1990
DELEONARDO,0.0,90.228,86129,US Census 1990
DELELLIS,0.0,90.228,86130,US Census 1990
DELEHOY,0.0,90.228,86131,US Census 1990
DELEGEANE,0.0,90.229,86132,US Census 1990
DELDEO,0.0,90.229,86133,US Census 1990
DELCINE,0.0,90.229,86134,US Census 1990
DELBUSTO,0.0,90.229,86135,US Census 1990
DELBRUNE,0.0,90.229,86136,US Census 1990
DELBROCCO,0.0,90.229,86137,US Census 1990
DELBO,0.0,90.229,86138,US Census 1990
DELASKO,0.0,90.229,86139,US Census 1990
DELASHAW,0.0,90.229,86140,US Census 1990
DELASANCHA,0.0,90.229,86141,US Census 1990
DELAREMORE,0.0,90.23,86142,US Census 1990
DELAPLANE,0.0,90.23,86143,US Census 1990
DELAPENHA,0.0,90.23,86144,US Census 1990
DELANOCHE,0.0,90.23,86145,US Census 1990
DELALLA,0.0,90.23,86146,US Census 1990
DELAGUILA,0.0,90.23,86147,US Census 1990
DELAGLIO,0.0,90.23,86148,US Census 1990
DEKUYPER,0.0,90.23,86149,US Census 1990
DEKORT,0.0,90.23,86150,US Census 1990
DEKORNE,0.0,90.23,86151,US Census 1990
DEKLERK,0.0,90.231,86152,US Census 1990
DEKINE,0.0,90.231,86153,US Census 1990
DEJOODE,0.0,90.231,86154,US Census 1990
DEJES,0.0,90.231,86155,US Census 1990
DEJARME,0.0,90.231,86156,US Census 1990
DEJAGER,0.0,90.231,86157,US Census 1990
DEJA,0.0,90.231,86158,US Census 1990
DEISCHER,0.0,90.231,86159,US Census 1990
DEIR,0.0,90.231,86160,US Census 1990
DEIGHTON,0.0,90.231,86161,US Census 1990
DEIDRICK,0.0,90.231,86162,US Census 1990
DEIDA,0.0,90.232,86163,US Census 1990
DEIBLE,0.0,90.232,86164,US Census 1990
DEHRER,0.0,90.232,86165,US Census 1990
DEHOMBRE,0.0,90.232,86166,US Census 1990
DEHLER,0.0,90.232,86167,US Census 1990
DEHGHANI,0.0,90.232,86168,US Census 1990
DEHAN,0.0,90.232,86169,US Census 1990
DEHAEMERS,0.0,90.232,86170,US Census 1990
DEGUNYA,0.0,90.232,86171,US Census 1990
DEGUISE,0.0,90.232,86172,US Census 1990
DEGRELLA,0.0,90.233,86173,US Census 1990
DEGRAZIO,0.0,90.233,86174,US Census 1990
DEGRANDPRE,0.0,90.233,86175,US Census 1990
DEGORI,0.0,90.233,86176,US Census 1990
DEGOLYER,0.0,90.233,86177,US Census 1990
DEGLOPPER,0.0,90.233,86178,US Census 1990
DEGLANVILLE,0.0,90.233,86179,US Census 1990
DEGADO,0.0,90.233,86180,US Census 1990
DEFRATES,0.0,90.233,86181,US Census 1990
DEFRANCIS,0.0,90.233,86182,US Census 1990
DEFRANCESCHI,0.0,90.233,86183,US Census 1990
DEFOUW,0.0,90.234,86184,US Census 1990
DEFIGUERO,0.0,90.234,86185,US Census 1990
DEFIGLIO,0.0,90.234,86186,US Census 1990
DEFIDE,0.0,90.234,86187,US Census 1990
DEFARIA,0.0,90.234,86188,US Census 1990
DEETERS,0.0,90.234,86189,US Census 1990
DEDOMINICIS,0.0,90.234,86190,US Census 1990
DEDO,0.0,90.234,86191,US Census 1990
DEDIER,0.0,90.234,86192,US Census 1990
DEDEK,0.0,90.234,86193,US Census 1990
DECULUS,0.0,90.235,86194,US Census 1990
DECROO,0.0,90.235,86195,US Census 1990
DECREE,0.0,90.235,86196,US Census 1990
DECOURLEY,0.0,90.235,86197,US Census 1990
DECOMO,0.0,90.235,86198,US Census 1990
DECLOUETTE,0.0,90.235,86199,US Census 1990
DECLET,0.0,90.235,86200,US Census 1990
DECLARK,0.0,90.235,86201,US Census 1990
DECKELMAN,0.0,90.235,86202,US Census 1990
DECHART,0.0,90.235,86203,US Census 1990
DECHAMPLAIN,0.0,90.235,86204,US Census 1990
DECASANOVA,0.0,90.236,86205,US Census 1990
DECARDO,0.0,90.236,86206,US Census 1990
DECARDENAS,0.0,90.236,86207,US Census 1990
DECANN,0.0,90.236,86208,US Census 1990
DECANEO,0.0,90.236,86209,US Census 1990
DEBRITA,0.0,90.236,86210,US Census 1990
DEBRIE,0.0,90.236,86211,US Census 1990
DEBRAGA,0.0,90.236,86212,US Census 1990
DEBNAR,0.0,90.236,86213,US Census 1990
DEBIEW,0.0,90.236,86214,US Census 1990
DEBES,0.0,90.237,86215,US Census 1990
DEBENHAM,0.0,90.237,86216,US Census 1990
DEBELLO,0.0,90.237,86217,US Census 1990
DEBARBA,0.0,90.237,86218,US Census 1990
DEBACK,0.0,90.237,86219,US Census 1990
DEARSTYNE,0.0,90.237,86220,US Census 1990
DEARCO,0.0,90.237,86221,US Census 1990
DEANNE,0.0,90.237,86222,US Census 1990
DEANHARDT,0.0,90.237,86223,US Census 1990
DEAMER,0.0,90.237,86224,US Census 1990
DEAGUERO,0.0,90.237,86225,US Census 1990
DAYLONG,0.0,90.238,86226,US Census 1990
DAYA,0.0,90.238,86227,US Census 1990
DAWBER,0.0,90.238,86228,US Census 1990
DAWAHOYA,0.0,90.238,86229,US Census 1990
DAVYDOV,0.0,90.238,86230,US Census 1990
DAVTYAN,0.0,90.238,86231,US Census 1990
DAVOS,0.0,90.238,86232,US Census 1990
DAVIRRO,0.0,90.238,86233,US Census 1990
DAVIDEK,0.0,90.238,86234,US Census 1990
DAVIDE,0.0,90.238,86235,US Census 1990
DAVERS,0.0,90.239,86236,US Census 1990
DAVENSIZER,0.0,90.239,86237,US Census 1990
DAVEL,0.0,90.239,86238,US Census 1990
DAVDA,0.0,90.239,86239,US Census 1990
DAUZART,0.0,90.239,86240,US Census 1990
DAURIZIO,0.0,90.239,86241,US Census 1990
DAUILA,0.0,90.239,86242,US Census 1990
DAUGHETEE,0.0,90.239,86243,US Census 1990
DAUGE,0.0,90.239,86244,US Census 1990
DAUFELDT,0.0,90.239,86245,US Census 1990
DAUDIER,0.0,90.239,86246,US Census 1990
DAUBENMIRE,0.0,90.24,86247,US Census 1990
DATY,0.0,90.24,86248,US Census 1990
DATU,0.0,90.24,86249,US Census 1990
DATTE,0.0,90.24,86250,US Census 1990
DASTOLI,0.0,90.24,86251,US Census 1990
DASTE,0.0,90.24,86252,US Census 1990
DASSO,0.0,90.24,86253,US Census 1990
DASKAM,0.0,90.24,86254,US Census 1990
DASINGER,0.0,90.24,86255,US Census 1990
DASALIA,0.0,90.24,86256,US Census 1990
DARYANL,0.0,90.241,86257,US Census 1990
DARVILE,0.0,90.241,86258,US Census 1990
DARSI,0.0,90.241,86259,US Census 1990
DARSCH,0.0,90.241,86260,US Census 1990
DARRUP,0.0,90.241,86261,US Census 1990
DARNEL,0.0,90.241,86262,US Census 1990
DARM,0.0,90.241,86263,US Census 1990
DARJEAN,0.0,90.241,86264,US Census 1990
DARGENIO,0.0,90.241,86265,US Census 1990
DAREY,0.0,90.241,86266,US Census 1990
DARDASHTI,0.0,90.241,86267,US Census 1990
DARDAGNAC,0.0,90.242,86268,US Census 1990
DARBRO,0.0,90.242,86269,US Census 1990
DARBEAU,0.0,90.242,86270,US Census 1990
DARAMOLA,0.0,90.242,86271,US Census 1990
DAQUIP,0.0,90.242,86272,US Census 1990
DAPVAALA,0.0,90.242,86273,US Census 1990
DANZA,0.0,90.242,86274,US Census 1990
DANTONI,0.0,90.242,86275,US Census 1990
DANTES,0.0,90.242,86276,US Census 1990
