firstname,gender,frequency,cumulative_frequency,rank,source
JODEE,female,0.002,87.37,2365,US Census 1990
JENISE,female,0.002,87.372,2366,US Census 1990
ERLENE,female,0.002,87.374,2367,US Census 1990
EMMIE,female,0.002,87.376,2368,US Census 1990
ELSE,female,0.002,87.378,2369,US Census 1990
DARYL,female,0.002,87.381,2370,US Census 1990
DALILA,female,0.002,87.383,2371,US Census 1990
DAISEY,female,0.002,87.385,2372,US Census 1990
CODY,female,0.002,87.387,2373,US Census 1990
CASIE,female,0.002,87.389,2374,US Census 1990
BELIA,female,0.002,87.391,2375,US Census 1990
BABARA,female,0.002,87.393,2376,US Census 1990
VERSIE,female,0.002,87.395,2377,US Census 1990
VANESA,female,0.002,87.398,2378,US Census 1990
SHELBA,female,0.002,87.4,2379,US Census 1990
SHAWNDA,female,0.002,87.402,2380,US Census 1990
SAM,female,0.002,87.404,2381,US Census 1990
NORMAN,female,0.002,87.406,2382,US Census 1990
NIKIA,female,0.002,87.408,2383,US Census 1990
NAOMA,female,0.002,87.41,2384,US Census 1990
MARNA,female,0.002,87.412,2385,US Census 1990
MARGERET,female,0.002,87.414,2386,US Census 1990
MADALINE,female,0.002,87.417,2387,US Census 1990
LAWANA,female,0.002,87.419,2388,US Census 1990
KINDRA,female,0.002,87.421,2389,US Census 1990
JUTTA,female,0.002,87.423,2390,US Census 1990
JAZMINE,female,0.002,87.425,2391,US Census 1990
JANETT,female,0.002,87.427,2392,US Census 1990
HANNELORE,female,0.002,87.429,2393,US Census 1990
GLENDORA,female,0.002,87.431,2394,US Census 1990
GERTRUD,female,0.002,87.433,2395,US Census 1990
GARNETT,female,0.002,87.435,2396,US Census 1990
FREEDA,female,0.002,87.438,2397,US Census 1990
FREDERICA,female,0.002,87.44,2398,US Census 1990
FLORANCE,female,0.002,87.442,2399,US Census 1990
FLAVIA,female,0.002,87.444,2400,US Census 1990
DENNIS,female,0.002,87.446,2401,US Census 1990
CARLINE,female,0.002,87.448,2402,US Census 1990
BEVERLEE,female,0.002,87.45,2403,US Census 1990
ANJANETTE,female,0.002,87.452,2404,US Census 1990
VALDA,female,0.002,87.454,2405,US Census 1990
TRINITY,female,0.002,87.456,2406,US Census 1990
TAMALA,female,0.002,87.459,2407,US Census 1990
STEVIE,female,0.002,87.461,2408,US Census 1990
SHONNA,female,0.002,87.463,2409,US Census 1990
SHA,female,0.002,87.465,2410,US Census 1990
SARINA,female,0.002,87.467,2411,US Census 1990
ONEIDA,female,0.002,87.469,2412,US Census 1990
MICAH,female,0.002,87.471,2413,US Census 1990
MERILYN,female,0.002,87.473,2414,US Census 1990
MARLEEN,female,0.002,87.475,2415,US Census 1990
LURLINE,female,0.002,87.477,2416,US Census 1990
LENNA,female,0.002,87.479,2417,US Census 1990
KATHERIN,female,0.002,87.481,2418,US Census 1990
JIN,female,0.002,87.483,2419,US Census 1990
JENI,female,0.002,87.485,2420,US Census 1990
HAE,female,0.002,87.488,2421,US Census 1990
GRACIA,female,0.002,87.49,2422,US Census 1990
GLADY,female,0.002,87.492,2423,US Census 1990
FARAH,female,0.002,87.494,2424,US Census 1990
ERIC,female,0.002,87.496,2425,US Census 1990
ENOLA,female,0.002,87.498,2426,US Census 1990
EMA,female,0.002,87.5,2427,US Census 1990
DOMINQUE,female,0.002,87.502,2428,US Census 1990
DEVONA,female,0.002,87.504,2429,US Census 1990
DELANA,female,0.002,87.506,2430,US Census 1990
CECILA,female,0.002,87.508,2431,US Census 1990
CAPRICE,female,0.002,87.51,2432,US Census 1990
ALYSHA,female,0.002,87.512,2433,US Census 1990
ALI,female,0.002,87.514,2434,US Census 1990
ALETHIA,female,0.002,87.517,2435,US Census 1990
VENA,female,0.002,87.519,2436,US Census 1990
THERESIA,female,0.002,87.521,2437,US Census 1990
TAWNY,female,0.002,87.523,2438,US Census 1990
SONG,female,0.002,87.525,2439,US Census 1990
SHAKIRA,female,0.002,87.527,2440,US Census 1990
SAMARA,female,0.002,87.529,2441,US Census 1990
SACHIKO,female,0.002,87.531,2442,US Census 1990
RACHELE,female,0.002,87.533,2443,US Census 1990
PAMELLA,female,0.002,87.535,2444,US Census 1990
NICKY,female,0.002,87.537,2445,US Census 1990
MARNI,female,0.002,87.539,2446,US Census 1990
MARIEL,female,0.002,87.541,2447,US Census 1990
MAREN,female,0.002,87.543,2448,US Census 1990
MALISA,female,0.002,87.545,2449,US Census 1990
LIGIA,female,0.002,87.547,2450,US Census 1990
LERA,female,0.002,87.549,2451,US Census 1990
LATORIA,female,0.002,87.551,2452,US Census 1990
LARAE,female,0.002,87.553,2453,US Census 1990
KIMBER,female,0.002,87.555,2454,US Census 1990
KATHERN,female,0.002,87.557,2455,US Census 1990
KAREY,female,0.002,87.559,2456,US Census 1990
JENNEFER,female,0.002,87.561,2457,US Census 1990
JANETH,female,0.002,87.563,2458,US Census 1990
HALINA,female,0.002,87.566,2459,US Census 1990
FREDIA,female,0.002,87.568,2460,US Census 1990
DELISA,female,0.002,87.57,2461,US Census 1990
DEBROAH,female,0.002,87.572,2462,US Census 1990
CIERA,female,0.002,87.574,2463,US Census 1990
CHIN,female,0.002,87.576,2464,US Census 1990
ANGELIKA,female,0.002,87.578,2465,US Census 1990
ANDREE,female,0.002,87.58,2466,US Census 1990
ALTHA,female,0.002,87.582,2467,US Census 1990
YEN,female,0.002,87.584,2468,US Census 1990
VIVAN,female,0.002,87.586,2469,US Census 1990
TERRESA,female,0.002,87.588,2470,US Census 1990
TANNA,female,0.002,87.59,2471,US Census 1990
SUK,female,0.002,87.592,2472,US Census 1990
SUDIE,female,0.002,87.594,2473,US Census 1990
SOO,female,0.002,87.596,2474,US Census 1990
SIGNE,female,0.002,87.598,2475,US Census 1990
SALENA,female,0.002,87.6,2476,US Census 1990
RONNI,female,0.002,87.602,2477,US Census 1990
REBBECCA,female,0.002,87.604,2478,US Census 1990
MYRTIE,female,0.002,87.606,2479,US Census 1990
MCKENZIE,female,0.002,87.608,2480,US Census 1990
MALIKA,female,0.002,87.61,2481,US Census 1990
MAIDA,female,0.002,87.612,2482,US Census 1990
LOAN,female,0.002,87.614,2483,US Census 1990
LEONARDA,female,0.002,87.616,2484,US Census 1990
KAYLEIGH,female,0.002,87.618,2485,US Census 1990
FRANCE,female,0.002,87.62,2486,US Census 1990
ETHYL,female,0.002,87.622,2487,US Census 1990
ELLYN,female,0.002,87.624,2488,US Census 1990
DAYLE,female,0.002,87.626,2489,US Census 1990
CAMMIE,female,0.002,87.628,2490,US Census 1990
BRITTNI,female,0.002,87.63,2491,US Census 1990
BIRGIT,female,0.002,87.632,2492,US Census 1990
AVELINA,female,0.002,87.634,2493,US Census 1990
ASUNCION,female,0.002,87.636,2494,US Census 1990
ARIANNA,female,0.002,87.638,2495,US Census 1990
AKIKO,female,0.002,87.64,2496,US Census 1990
VENICE,female,0.002,87.642,2497,US Census 1990
TYESHA,female,0.002,87.644,2498,US Census 1990
TONIE,female,0.002,87.646,2499,US Census 1990
TIESHA,female,0.002,87.648,2500,US Census 1990
TAKISHA,female,0.002,87.65,2501,US Census 1990
STEFFANIE,female,0.002,87.652,2502,US Census 1990
SINDY,female,0.002,87.654,2503,US Census 1990
SANTANA,female,0.002,87.656,2504,US Census 1990
MEGHANN,female,0.002,87.658,2505,US Census 1990
MANDA,female,0.002,87.66,2506,US Census 1990
MACIE,female,0.002,87.662,2507,US Census 1990
LADY,female,0.002,87.664,2508,US Census 1990
KELLYE,female,0.002,87.666,2509,US Census 1990
KELLEE,female,0.002,87.668,2510,US Census 1990
JOSLYN,female,0.002,87.67,2511,US Census 1990
JASON,female,0.002,87.672,2512,US Census 1990
INGER,female,0.002,87.674,2513,US Census 1990
INDIRA,female,0.002,87.676,2514,US Census 1990
GLINDA,female,0.002,87.678,2515,US Census 1990
GLENNIS,female,0.002,87.68,2516,US Census 1990
FERNANDA,female,0.002,87.682,2517,US Census 1990
FAUSTINA,female,0.002,87.684,2518,US Census 1990
ENEIDA,female,0.002,87.686,2519,US Census 1990
ELICIA,female,0.002,87.688,2520,US Census 1990
DOT,female,0.002,87.69,2521,US Census 1990
DIGNA,female,0.002,87.692,2522,US Census 1990
DELL,female,0.002,87.694,2523,US Census 1990
ARLETTA,female,0.002,87.696,2524,US Census 1990
ANDRE,female,0.002,87.698,2525,US Census 1990
WILLIA,female,0.002,87.699,2526,US Census 1990
TAMMARA,female,0.002,87.701,2527,US Census 1990
TABETHA,female,0.002,87.703,2528,US Census 1990
SHERRELL,female,0.002,87.705,2529,US Census 1990
SARI,female,0.002,87.707,2530,US Census 1990
REFUGIO,female,0.002,87.709,2531,US Census 1990
REBBECA,female,0.002,87.711,2532,US Census 1990
PAULETTA,female,0.002,87.713,2533,US Census 1990
NIEVES,female,0.002,87.715,2534,US Census 1990
NATOSHA,female,0.002,87.717,2535,US Census 1990
NAKITA,female,0.002,87.719,2536,US Census 1990
MAMMIE,female,0.002,87.721,2537,US Census 1990
KENISHA,female,0.002,87.723,2538,US Census 1990
KAZUKO,female,0.002,87.725,2539,US Census 1990
KASSIE,female,0.002,87.727,2540,US Census 1990
GARY,female,0.002,87.729,2541,US Census 1990
EARLEAN,female,0.002,87.731,2542,US Census 1990
DAPHINE,female,0.002,87.733,2543,US Census 1990
CORLISS,female,0.002,87.735,2544,US Census 1990
CLOTILDE,female,0.002,87.736,2545,US Census 1990
CAROLYNE,female,0.002,87.738,2546,US Census 1990
BERNETTA,female,0.002,87.74,2547,US Census 1990
AUGUSTINA,female,0.002,87.742,2548,US Census 1990
AUDREA,female,0.002,87.744,2549,US Census 1990
ANNIS,female,0.002,87.746,2550,US Census 1990
ANNABELL,female,0.002,87.748,2551,US Census 1990
YAN,female,0.002,87.75,2552,US Census 1990
TENNILLE,female,0.002,87.752,2553,US Census 1990
TAMICA,female,0.002,87.754,2554,US Census 1990
SELENE,female,0.002,87.756,2555,US Census 1990
SEAN,female,0.002,87.758,2556,US Census 1990
ROSANA,female,0.002,87.76,2557,US Census 1990
REGENIA,female,0.002,87.762,2558,US Census 1990
QIANA,female,0.002,87.763,2559,US Census 1990
MARKITA,female,0.002,87.765,2560,US Census 1990
MACY,female,0.002,87.767,2561,US Census 1990
LEEANNE,female,0.002,87.769,2562,US Census 1990
LAURINE,female,0.002,87.771,2563,US Census 1990
KYM,female,0.002,87.773,2564,US Census 1990
JESSENIA,female,0.002,87.775,2565,US Census 1990
JANITA,female,0.002,87.777,2566,US Census 1990
GEORGINE,female,0.002,87.779,2567,US Census 1990
GENIE,female,0.002,87.781,2568,US Census 1990
EMIKO,female,0.002,87.783,2569,US Census 1990
ELVIE,female,0.002,87.785,2570,US Census 1990
DEANDRA,female,0.002,87.786,2571,US Census 1990
DAGMAR,female,0.002,87.788,2572,US Census 1990
CORIE,female,0.002,87.79,2573,US Census 1990
COLLEN,female,0.002,87.792,2574,US Census 1990
CHERISH,female,0.002,87.794,2575,US Census 1990
ROMAINE,female,0.002,87.796,2576,US Census 1990
PORSHA,female,0.002,87.798,2577,US Census 1990
PEARLENE,female,0.002,87.8,2578,US Census 1990
MICHELINE,female,0.002,87.802,2579,US Census 1990
MERNA,female,0.002,87.804,2580,US Census 1990
MARGORIE,female,0.002,87.805,2581,US Census 1990
MARGARETTA,female,0.002,87.807,2582,US Census 1990
LORE,female,0.002,87.809,2583,US Census 1990
KENNETH,female,0.002,87.811,2584,US Census 1990
JENINE,female,0.002,87.813,2585,US Census 1990
HERMINA,female,0.002,87.815,2586,US Census 1990
FREDERICKA,female,0.002,87.817,2587,US Census 1990
ELKE,female,0.002,87.819,2588,US Census 1990
DRUSILLA,female,0.002,87.82,2589,US Census 1990
DORATHY,female,0.002,87.822,2590,US Census 1990
DIONE,female,0.002,87.824,2591,US Census 1990
DESIRE,female,0.002,87.826,2592,US Census 1990
CELENA,female,0.002,87.828,2593,US Census 1990
BRIGIDA,female,0.002,87.83,2594,US Census 1990
ANGELES,female,0.002,87.832,2595,US Census 1990
ALLEGRA,female,0.002,87.834,2596,US Census 1990
THEO,female,0.002,87.836,2597,US Census 1990
TAMEKIA,female,0.002,87.837,2598,US Census 1990
SYNTHIA,female,0.002,87.839,2599,US Census 1990
STEPHEN,female,0.002,87.841,2600,US Census 1990
SOOK,female,0.002,87.843,2601,US Census 1990
SLYVIA,female,0.002,87.845,2602,US Census 1990
ROSANN,female,0.002,87.847,2603,US Census 1990
REATHA,female,0.002,87.849,2604,US Census 1990
RAYE,female,0.002,87.85,2605,US Census 1990
MARQUETTA,female,0.002,87.852,2606,US Census 1990
MARGART,female,0.002,87.854,2607,US Census 1990
LING,female,0.002,87.856,2608,US Census 1990
LAYLA,female,0.002,87.858,2609,US Census 1990
KYMBERLY,female,0.002,87.86,2610,US Census 1990
KIANA,female,0.002,87.861,2611,US Census 1990
KAYLEEN,female,0.002,87.863,2612,US Census 1990
KATLYN,female,0.002,87.865,2613,US Census 1990
KARMEN,female,0.002,87.867,2614,US Census 1990
JOELLA,female,0.002,87.869,2615,US Census 1990
IRINA,female,0.002,87.871,2616,US Census 1990
EMELDA,female,0.002,87.873,2617,US Census 1990
ELENI,female,0.002,87.874,2618,US Census 1990
DETRA,female,0.002,87.876,2619,US Census 1990
CLEMMIE,female,0.002,87.878,2620,US Census 1990
CHERYLL,female,0.002,87.88,2621,US Census 1990
CHANTELL,female,0.002,87.882,2622,US Census 1990
CATHEY,female,0.002,87.884,2623,US Census 1990
ARNITA,female,0.002,87.886,2624,US Census 1990
ARLA,female,0.002,87.887,2625,US Census 1990
ANGLE,female,0.002,87.889,2626,US Census 1990
ANGELIC,female,0.002,87.891,2627,US Census 1990
ALYSE,female,0.002,87.893,2628,US Census 1990
ZOFIA,female,0.002,87.895,2629,US Census 1990
THOMASINE,female,0.002,87.897,2630,US Census 1990
TENNIE,female,0.002,87.898,2631,US Census 1990
SON,female,0.002,87.9,2632,US Census 1990
SHERLY,female,0.002,87.902,2633,US Census 1990
SHERLEY,female,0.002,87.904,2634,US Census 1990
SHARYL,female,0.002,87.906,2635,US Census 1990
REMEDIOS,female,0.002,87.908,2636,US Census 1990
PETRINA,female,0.002,87.909,2637,US Census 1990
NICKOLE,female,0.002,87.911,2638,US Census 1990
MYUNG,female,0.002,87.913,2639,US Census 1990
MYRLE,female,0.002,87.915,2640,US Census 1990
MOZELLA,female,0.002,87.917,2641,US Census 1990
LOUANNE,female,0.002,87.918,2642,US Census 1990
LISHA,female,0.002,87.92,2643,US Census 1990
LATIA,female,0.002,87.922,2644,US Census 1990
LANE,female,0.002,87.924,2645,US Census 1990
KRYSTA,female,0.002,87.926,2646,US Census 1990
JULIENNE,female,0.002,87.928,2647,US Census 1990
JOEL,female,0.002,87.929,2648,US Census 1990
JEANENE,female,0.002,87.931,2649,US Census 1990
JACQUALINE,female,0.002,87.933,2650,US Census 1990
ISAURA,female,0.002,87.935,2651,US Census 1990
GWENDA,female,0.002,87.937,2652,US Census 1990
EARLEEN,female,0.002,87.939,2653,US Census 1990
DONALD,female,0.002,87.94,2654,US Census 1990
CLEOPATRA,female,0.002,87.942,2655,US Census 1990
CARLIE,female,0.002,87.944,2656,US Census 1990
AUDIE,female,0.002,87.946,2657,US Census 1990
ANTONIETTA,female,0.002,87.948,2658,US Census 1990
ALISE,female,0.002,87.949,2659,US Census 1990
ALEX,female,0.002,87.951,2660,US Census 1990
VERDELL,female,0.002,87.953,2661,US Census 1990
VAL,female,0.002,87.955,2662,US Census 1990
TYLER,female,0.002,87.957,2663,US Census 1990
TOMOKO,female,0.002,87.958,2664,US Census 1990
THAO,female,0.002,87.96,2665,US Census 1990
TALISHA,female,0.002,87.962,2666,US Census 1990
STEVEN,female,0.002,87.964,2667,US Census 1990
SO,female,0.002,87.966,2668,US Census 1990
SHEMIKA,female,0.002,87.967,2669,US Census 1990
SHAUN,female,0.002,87.969,2670,US Census 1990
SCARLET,female,0.002,87.971,2671,US Census 1990
SAVANNA,female,0.002,87.973,2672,US Census 1990
SANTINA,female,0.002,87.975,2673,US Census 1990
ROSIA,female,0.002,87.976,2674,US Census 1990
RAEANN,female,0.002,87.978,2675,US Census 1990
ODILIA,female,0.002,87.98,2676,US Census 1990
NANA,female,0.002,87.982,2677,US Census 1990
MINNA,female,0.002,87.983,2678,US Census 1990
MAGAN,female,0.002,87.985,2679,US Census 1990
LYNELLE,female,0.002,87.987,2680,US Census 1990
LE,female,0.002,87.989,2681,US Census 1990
KARMA,female,0.002,87.991,2682,US Census 1990
JOEANN,female,0.002,87.992,2683,US Census 1990
IVANA,female,0.002,87.994,2684,US Census 1990
INELL,female,0.002,87.996,2685,US Census 1990
ILANA,female,0.002,87.998,2686,US Census 1990
HYE,female,0.002,88.0,2687,US Census 1990
HONEY,female,0.002,88.001,2688,US Census 1990
HEE,female,0.002,88.003,2689,US Census 1990
GUDRUN,female,0.002,88.005,2690,US Census 1990
FRANK,female,0.002,88.007,2691,US Census 1990
DREAMA,female,0.002,88.009,2692,US Census 1990
CRISSY,female,0.002,88.01,2693,US Census 1990
CHANTE,female,0.002,88.012,2694,US Census 1990
CARMELINA,female,0.002,88.014,2695,US Census 1990
ARVILLA,female,0.002,88.016,2696,US Census 1990
ARTHUR,female,0.002,88.017,2697,US Census 1990
ANNAMAE,female,0.002,88.019,2698,US Census 1990
ALVERA,female,0.002,88.021,2699,US Census 1990
ALEIDA,female,0.002,88.023,2700,US Census 1990
AARON,female,0.002,88.025,2701,US Census 1990
YEE,female,0.002,88.026,2702,US Census 1990
YANIRA,female,0.002,88.028,2703,US Census 1990
VANDA,female,0.002,88.03,2704,US Census 1990
TIANNA,female,0.002,88.032,2705,US Census 1990
TAM,female,0.002,88.033,2706,US Census 1990
STEFANIA,female,0.002,88.035,2707,US Census 1990
SHIRA,female,0.002,88.037,2708,US Census 1990
PERRY,female,0.002,88.039,2709,US Census 1990
NICOL,female,0.002,88.04,2710,US Census 1990
NANCIE,female,0.002,88.042,2711,US Census 1990
MONSERRATE,female,0.002,88.044,2712,US Census 1990
MINH,female,0.002,88.046,2713,US Census 1990
MELYNDA,female,0.002,88.048,2714,US Census 1990
MELANY,female,0.002,88.049,2715,US Census 1990
MATTHEW,female,0.002,88.051,2716,US Census 1990
LOVELLA,female,0.002,88.053,2717,US Census 1990
LAURE,female,0.002,88.055,2718,US Census 1990
KIRBY,female,0.002,88.056,2719,US Census 1990
KACY,female,0.002,88.058,2720,US Census 1990
JACQUELYNN,female,0.002,88.06,2721,US Census 1990
HYON,female,0.002,88.062,2722,US Census 1990
GERTHA,female,0.002,88.063,2723,US Census 1990
FRANCISCO,female,0.002,88.065,2724,US Census 1990
ELIANA,female,0.002,88.067,2725,US Census 1990
CHRISTENA,female,0.002,88.069,2726,US Census 1990
CHRISTEEN,female,0.002,88.07,2727,US Census 1990
CHARISE,female,0.002,88.072,2728,US Census 1990
CATERINA,female,0.002,88.074,2729,US Census 1990
CARLEY,female,0.002,88.076,2730,US Census 1990
CANDYCE,female,0.002,88.077,2731,US Census 1990
ARLENA,female,0.002,88.079,2732,US Census 1990
AMMIE,female,0.002,88.081,2733,US Census 1990
YANG,female,0.002,88.083,2734,US Census 1990
WILLETTE,female,0.002,88.084,2735,US Census 1990
VANITA,female,0.002,88.086,2736,US Census 1990
TUYET,female,0.002,88.088,2737,US Census 1990
TINY,female,0.002,88.09,2738,US Census 1990
SYREETA,female,0.002,88.091,2739,US Census 1990
SILVA,female,0.002,88.093,2740,US Census 1990
SCOTT,female,0.002,88.095,2741,US Census 1990
RONALD,female,0.002,88.096,2742,US Census 1990
PENNEY,female,0.002,88.098,2743,US Census 1990
NYLA,female,0.002,88.1,2744,US Census 1990
MICHAL,female,0.002,88.102,2745,US Census 1990
MAURICE,female,0.002,88.103,2746,US Census 1990
MARYAM,female,0.002,88.105,2747,US Census 1990
MARYA,female,0.002,88.107,2748,US Census 1990
MAGEN,female,0.002,88.109,2749,US Census 1990
LUDIE,female,0.002,88.11,2750,US Census 1990
LOMA,female,0.002,88.112,2751,US Census 1990
LIVIA,female,0.002,88.114,2752,US Census 1990
LANELL,female,0.002,88.115,2753,US Census 1990
KIMBERLIE,female,0.002,88.117,2754,US Census 1990
JULEE,female,0.002,88.119,2755,US Census 1990
DONETTA,female,0.002,88.121,2756,US Census 1990
DIEDRA,female,0.002,88.122,2757,US Census 1990
DENISHA,female,0.002,88.124,2758,US Census 1990
DEANE,female,0.002,88.126,2759,US Census 1990
DAWNE,female,0.002,88.128,2760,US Census 1990
CLARINE,female,0.002,88.129,2761,US Census 1990
CHERRYL,female,0.002,88.131,2762,US Census 1990
BRONWYN,female,0.002,88.133,2763,US Census 1990
BRANDON,female,0.002,88.134,2764,US Census 1990
ALLA,female,0.002,88.136,2765,US Census 1990
VALERY,female,0.002,88.138,2766,US Census 1990
TONDA,female,0.002,88.14,2767,US Census 1990
SUEANN,female,0.002,88.141,2768,US Census 1990
SORAYA,female,0.002,88.143,2769,US Census 1990
SHOSHANA,female,0.002,88.145,2770,US Census 1990
SHELA,female,0.002,88.146,2771,US Census 1990
SHARLEEN,female,0.002,88.148,2772,US Census 1990
SHANELLE,female,0.002,88.15,2773,US Census 1990
NERISSA,female,0.002,88.151,2774,US Census 1990
MICHEAL,female,0.002,88.153,2775,US Census 1990
MERIDITH,female,0.002,88.155,2776,US Census 1990
MELLIE,female,0.002,88.157,2777,US Census 1990
MAYE,female,0.002,88.158,2778,US Census 1990
MAPLE,female,0.002,88.16,2779,US Census 1990
MAGARET,female,0.002,88.162,2780,US Census 1990
LUIS,female,0.002,88.163,2781,US Census 1990
LILI,female,0.002,88.165,2782,US Census 1990
LEONILA,female,0.002,88.167,2783,US Census 1990
LEONIE,female,0.002,88.168,2784,US Census 1990
LEEANNA,female,0.002,88.17,2785,US Census 1990
LAVONIA,female,0.002,88.172,2786,US Census 1990
