birth_date,birth_first_name,birth_last_name,birth_middle_name,birth_name,birth_year,death_date,debut_year,final_year,first_name,full_name,last_name,nickname,nicknames,player_url,source
,Emil,Richter,Henry,Emil Henry Richter,1888,,,,Emil,Reggie Richter,Richter,Reggie,,https://www.baseball-almanac.com/players/player.php?p=richtre01,Baseball Almanac
,Clarence,Roberts,Ashley,Clarence Ashley Roberts,1888,,,,Clarence,Skipper Roberts,Roberts,Skipper,,https://www.baseball-almanac.com/players/player.php?p=robersk01,Baseball Almanac
,Jay,Rogers,Lewis,Jay Lewis Rogers,1888,,,,Jay,Jay Rogers,Rogers,,,https://www.baseball-almanac.com/players/player.php?p=rogerja01,Baseball Almanac
,Allen,Scheer,George,Allen George Scheer,1888,,,,Allen,Al Scheer,Scheer,Al,,https://www.baseball-almanac.com/players/player.php?p=scheeal01,Baseball Almanac
,James,Scott,,James Scott,1888,,,,James,Jim Scott,Scott,Death Valley Jim,,https://www.baseball-almanac.com/players/player.php?p=scottji01,Baseball Almanac
,James,Scott,Walter,James Walter Scott,1888,,,,James,Jim Scott,Scott,Jim,,https://www.baseball-almanac.com/players/player.php?p=scottji02,Baseball Almanac
,Andrew,Shelton,Kemper,Andrew Kemper Shelton,1888,,,,Andrew,Skeeter Shelton,Shelton,Skeeter,,https://www.baseball-almanac.com/players/player.php?p=sheltsk01,Baseball Almanac
,Wallace,Shultz,Luther,Wallace Luther Shultz,1888,,,,Wallace,Toots Shultz,Shultz,Toots,,https://www.baseball-almanac.com/players/player.php?p=shultto01,Baseball Almanac
,Paul,Smith,Stoner,Paul Stoner Smith,1888,,,,Paul,Paul Smith,Smith,,,https://www.baseball-almanac.com/players/player.php?p=smithpa01,Baseball Almanac
,Wallace,Smith,Henry,Wallace Henry Smith,1888,,,,Wallace,Wally Smith,Smith,Wally,,https://www.baseball-almanac.com/players/player.php?p=smithwa01,Baseball Almanac
,Tristram,Speaker,Edgar,Tristram Edgar Speaker,1888,,,,Tristram,Tris Speaker,Speaker,Spoke or The Grey Eagle or Tris,"['Spoke', 'The Grey Eagle', 'Tris']",https://www.baseball-almanac.com/players/player.php?p=speaktr01,Baseball Almanac
,Harry,Sullivan,Andrew,Harry Andrew Sullivan,1888,,,,Harry,Harry Sullivan,Sullivan,,,https://www.baseball-almanac.com/players/player.php?p=sulliha01,Baseball Almanac
,William,Swanson,Andrew,William Andrew Swanson,1888,,,,William,Bill Swanson,Swanson,Bill,,https://www.baseball-almanac.com/players/player.php?p=swansbi01,Baseball Almanac
,Edward,Sweeney,Francis,Edward Francis Sweeney,1888,,,,Edward,Ed Sweeney,Sweeney,Ed,,https://www.baseball-almanac.com/players/player.php?p=sweenje02,Baseball Almanac
,Philip,Taylor,Wiley,Philip Wiley Taylor,1888,,,,Philip,Wiley Taylor,Taylor,Wiley,,https://www.baseball-almanac.com/players/player.php?p=taylowi01,Baseball Almanac
,Charles,Tesreau,Monroe,Charles Monroe Tesreau,1888,,,,Charles,Jeff Tesreau,Tesreau,Jeff,,https://www.baseball-almanac.com/players/player.php?p=tesreje01,Baseball Almanac
,Chester,Thomas,David,Chester David Thomas,1888,,,,Chester,Pinch Thomas,Thomas,Pinch,,https://www.baseball-almanac.com/players/player.php?p=thomapi01,Baseball Almanac
,Fred,Toney,Alexandra,Fred Alexandra Toney,1888,,,,Fred,Fred Toney,Toney,Colonel - Mountain - The Tennessee Mountain,,https://www.baseball-almanac.com/players/player.php?p=toneyfr01,Baseball Almanac
,Robert,Treu,Gustave,Robert Gustave Treu,1888,,,,Robert,Bob Troy,Treu,Bob,,https://www.baseball-almanac.com/players/player.php?p=troybu01,Baseball Almanac
,William,Upham,Lawrence,William Lawrence Upham,1888,,,,William,Bill Upham,Upham,Bill,,https://www.baseball-almanac.com/players/player.php?p=uphambi01,Baseball Almanac
,Benjamin,Dyke,Harrison Van,Benjamin Harrison Van Dyke,1888,,,,Benjamin,Ben Van Dyke,Dyke,Ben,,https://www.baseball-almanac.com/players/player.php?p=vandybe01,Baseball Almanac
,James,Vaughn,Leslie,James Leslie Vaughn,1888,,,,James,Hippo Vaughn,Vaughn,Hippo or Jumbo,"['Hippo', 'Jumbo']",https://www.baseball-almanac.com/players/player.php?p=vaughhi01,Baseball Almanac
,Robert,Veach,Hayes,Robert Hayes Veach,1888,,,,Robert,Bobby Veach,Veach,Bobby,,https://www.baseball-almanac.com/players/player.php?p=veachbo01,Baseball Almanac
,Paul,Wachtel,Horine,Paul Horine Wachtel,1888,,,,Paul,Paul Wachtel,Wachtel,,,https://www.baseball-almanac.com/players/player.php?p=wachtpa01,Baseball Almanac
,Ewart,Walker,Gladstone,Ewart Gladstone Walker,1888,,,,Ewart,Dixie Walker,Walker,Dixie,,https://www.baseball-almanac.com/players/player.php?p=walkedi01,Baseball Almanac
,Dwight,Wertz,Lyman Moody,Dwight Lyman Moody Wertz,1888,,,,Dwight,Del Wertz,Wertz,Del,,https://www.baseball-almanac.com/players/player.php?p=wertzde01,Baseball Almanac
,Albert,Whaling,James,Albert James Whaling,1888,,,,Albert,Bert Whaling,Whaling,Bert,,https://www.baseball-almanac.com/players/player.php?p=whalibe01,Baseball Almanac
,Zachariah,Wheat,Davis,Zachariah Davis Wheat,1888,,,,Zachariah,Zack Wheat,Wheat,Buck or Zach or Zack,"['Buck', 'Zach', 'Zack']",https://www.baseball-almanac.com/players/player.php?p=wheatza01,Baseball Almanac
,Albert,Wickland,,Albert Wickland,1888,,,,Albert,Al Wickland,Wickland,Al,,https://www.baseball-almanac.com/players/player.php?p=wicklal01,Baseball Almanac
,August,Williams,Joseph,August Joseph Williams,1888,,,,August,Gus Williams,Williams,Gloomy Gus,,https://www.baseball-almanac.com/players/player.php?p=willigu02,Baseball Almanac
,Finis,Wilson,Elbert,Finis Elbert Wilson,1888,,,,Finis,Fin Wilson,Wilson,Fin,,https://www.baseball-almanac.com/players/player.php?p=wilsofi01,Baseball Almanac
,George,Wisterzil,John,George John Wisterzil,1888,,,,George,Tex Wisterzil,Wisterzil,Tex,,https://www.baseball-almanac.com/players/player.php?p=wistete01,Baseball Almanac
,Roy,Wolfe,Chamberlain,Roy Chamberlain Wolfe,1888,,,,Roy,Polly Wolfe,Wolfe,Polly,,https://www.baseball-almanac.com/players/player.php?p=wolfepo01,Baseball Almanac
,Ralph,Works,Talmadge,Ralph Talmadge Works,1888,,,,Ralph,Ralph Works,Works,Judge,,https://www.baseball-almanac.com/players/player.php?p=worksra01,Baseball Almanac
,Stephen,Yerkes,Douglas,Stephen Douglas Yerkes,1888,,,,Stephen,Steve Yerkes,Yerkes,Steve,,https://www.baseball-almanac.com/players/player.php?p=yerkest02,Baseball Almanac
,Earl,Yingling,Hershey,Earl Hershey Yingling,1888,,,,Earl,Earl Yingling,Yingling,Chink,,https://www.baseball-almanac.com/players/player.php?p=yinglea01,Baseball Almanac
,Ralph,Young,Stuart,Ralph Stuart Young,1888,,,,Ralph,Ralph Young,Young,,,https://www.baseball-almanac.com/players/player.php?p=youngra01,Baseball Almanac
,Mathias,Zieser,John,Mathias John Zieser,1888,,,,Mathias,Matt Zeiser,Zieser,Matt,,https://www.baseball-almanac.com/players/player.php?p=zeisema01,Baseball Almanac
,Edward,Zwilling,Harrison,Edward Harrison Zwilling,1888,,,,Edward,Dutch Zwilling,Zwilling,Dutch,,https://www.baseball-almanac.com/players/player.php?p=zwilldu01,Baseball Almanac
,George,Anderson,Jendrus,George Jendrus Anderson,1889,,,,George,George Anderson,Anderson,Andy,,https://www.baseball-almanac.com/players/player.php?p=anderge01,Baseball Almanac
,Howard,Armstrong,Elmer,Howard Elmer Armstrong,1889,,,,Howard,Howard Armstrong,Armstrong,,,https://www.baseball-almanac.com/players/player.php?p=armstho01,Baseball Almanac
,James,Bagby,Charles Jacob,James Charles Jacob Bagby,1889,,,,James,Jim Bagby,Bagby,Sarge or Jim,"['Sarge', 'Jim']",https://www.baseball-almanac.com/players/player.php?p=bagbyji01,Baseball Almanac
,Charles,Becker,Schlagel,Charles Schlagel Becker,1889,,,,Charles,Charlie Becker,Becker,Buck or Charlie,"['Buck', 'Charlie']",https://www.baseball-almanac.com/players/player.php?p=beckech01,Baseball Almanac
,Martin,Becker,Henry,Martin Henry Becker,1889,,,,Martin,Marty Becker,Becker,Marty,,https://www.baseball-almanac.com/players/player.php?p=beckema01,Baseball Almanac
,Hugh,Bedient,Carpenter,Hugh Carpenter Bedient,1889,,,,Hugh,Hugh Bedient,Bedient,,,https://www.baseball-almanac.com/players/player.php?p=bediehu01,Baseball Almanac
,Alfred,Bergman,Henry,Alfred Henry Bergman,1889,,,,Alfred,Al Bergman,Bergman,Al or Dutch,"['Al', 'Dutch']",https://www.baseball-almanac.com/players/player.php?p=bergmal01,Baseball Almanac
,John,Boyle,Bellew,John Bellew Boyle,1889,,,,John,Jack Boyle,Boyle,Jack,,https://www.baseball-almanac.com/players/player.php?p=boyleja02,Baseball Almanac
,William,Brady,Aloysius,William Aloysius Brady,1889,,,,William,Bill Brady,Brady,King or Bill,"['King', 'Bill']",https://www.baseball-almanac.com/players/player.php?p=bradybi01,Baseball Almanac
,Lynn,Brenton,Davis,Lynn Davis Brenton,1889,,,,Lynn,Lynn Brenton,Brenton,Herb,,https://www.baseball-almanac.com/players/player.php?p=brently01,Baseball Almanac
,Carroll,Brown,William,Carroll William Brown,1889,,,,Carroll,Boardwalk Brown,Brown,Boardwalk,,https://www.baseball-almanac.com/players/player.php?p=brownbo01,Baseball Almanac
,Paul,Brown,Percival,Paul Percival Brown,1889,,,,Paul,Ray Brown,Brown,Ray,,https://www.baseball-almanac.com/players/player.php?p=brownra01,Baseball Almanac
,William,Burke,Ignatius,William Ignatius Burke,1889,,,,William,Billy Burke,Burke,Billy,,https://www.baseball-almanac.com/players/player.php?p=burkebi02,Baseball Almanac
,George,Burns,Joseph,George Joseph Burns,1889,,,,George,George Burns,Burns,,,https://www.baseball-almanac.com/players/player.php?p=burnsge01,Baseball Almanac
,Joseph,Burns,Francis,Joseph Francis Burns,1889,,,,Joseph,Joe Burns,Burns,Joe,,https://www.baseball-almanac.com/players/player.php?p=burnsjo01,Baseball Almanac
,Ralph,Capron,Earl,Ralph Earl Capron,1889,,,,Ralph,Ralph Capron,Capron,,,https://www.baseball-almanac.com/players/player.php?p=caprora01,Baseball Almanac
,Jay,Cashion,Carl,Jay Carl Cashion,1889,,,,Jay,Carl Cashion,Cashion,Cash or Carl,"['Cash', 'Carl']",https://www.baseball-almanac.com/players/player.php?p=cashica01,Baseball Almanac
,Theodore,Cather,Physick,Theodore Physick Cather,1889,,,,Theodore,Ted Cather,Cather,Ted,,https://www.baseball-almanac.com/players/player.php?p=cathete01,Baseball Almanac
,Tillar,Cavet,H.,Tillar H. Cavet,1889,,,,Tillar,Pug Cavet,Cavet,Pug,,https://www.baseball-almanac.com/players/player.php?p=cavetpu01,Baseball Almanac
,George,Cochran,Leslie,George Leslie Cochran,1889,,,,George,George Cochran,Cochran,,,https://www.baseball-almanac.com/players/player.php?p=cochrge01,Baseball Almanac
,Cyril,Collins,Wilson,Cyril Wilson Collins,1889,,,,Cyril,Wilson Collins,Collins,Wilson,,https://www.baseball-almanac.com/players/player.php?p=colliwi01,Baseball Almanac
,Anna,Compton,Sebastian,Anna Sebastian Compton,1889,,,,Anna,Pete Compton,Compton,Bash or Pete,"['Bash', 'Pete']",https://www.baseball-almanac.com/players/player.php?p=comptpe01,Baseball Almanac
,Owen,Conway,Sylvester,Owen Sylvester Conway,1889,,,,Owen,Owen Conway,Conway,,,https://www.baseball-almanac.com/players/player.php?p=conwaow01,Baseball Almanac
,Joseph,Conzelman,Harrison,Joseph Harrison Conzelman,1889,,,,Joseph,Joe Conzelman,Conzelman,Joe,,https://www.baseball-almanac.com/players/player.php?p=conzejo01,Baseball Almanac
,Richard,Cotter,Raphael,Richard Raphael Cotter,1889,,,,Richard,Dick Cotter,Cotter,Dick,,https://www.baseball-almanac.com/players/player.php?p=cottedi01,Baseball Almanac
,Frederick,Coumbe,Nicholas,Frederick Nicholas Coumbe,1889,,,,Frederick,Fritz Coumbe,Coumbe,Fritz,,https://www.baseball-almanac.com/players/player.php?p=coumbfr01,Baseball Almanac
,Stanley,Kowalewski),Anthony Coveleski (Born: Stanislaus,Stanley Anthony Coveleski (Born: Stanislaus Kowalewski),1889,,,,Stanley,Stan Coveleski,Kowalewski),Covey or Stan,"['Covey', 'Stan']",https://www.baseball-almanac.com/players/player.php?p=covelst01,Baseball Almanac
,Edward,Crompton,,Edward Crompton,1889,,,,Edward,Ned Crompton,Crompton,Ed or Ned,"['Ed', 'Ned']",https://www.baseball-almanac.com/players/player.php?p=crompne01,Baseball Almanac
,Clarence,Crum,Newton,Clarence Newton Crum,1889,,,,Clarence,Cal Crum,Crum,Cal,,https://www.baseball-almanac.com/players/player.php?p=crumca01,Baseball Almanac
,Richard,Crutcher,Luther,Richard Luther Crutcher,1889,,,,Richard,Dick Crutcher,Crutcher,Dick,,https://www.baseball-almanac.com/players/player.php?p=crutcdi01,Baseball Almanac
,Alfred,Cypert,Boyd,Alfred Boyd Cypert,1889,,,,Alfred,Al Cypert,Cypert,Cy or Al,"['Cy', 'Al']",https://www.baseball-almanac.com/players/player.php?p=cyperal01,Baseball Almanac
,Emmett,Dale,Eugene,Emmett Eugene Dale,1889,,,,Emmett,Gene Dale,Dale,Gene,,https://www.baseball-almanac.com/players/player.php?p=dalege01,Baseball Almanac
,George,Daus,August,George August Daus,1889,,,,George,Hooks Dauss,Daus,Hooks or Hooksie,"['Hooks', 'Hooksie']",https://www.baseball-almanac.com/players/player.php?p=daussho01,Baseball Almanac
,Maurice,Dee,Leo,Maurice Leo Dee,1889,,,,Maurice,Shorty Dee,Dee,Shorty,,https://www.baseball-almanac.com/players/player.php?p=deesh01,Baseball Almanac
,Benyew,DeMott,Harrison,Benyew Harrison DeMott,1889,,,,Benyew,Ben DeMott,DeMott,Ben,,https://www.baseball-almanac.com/players/player.php?p=demotbe01,Baseball Almanac
,James,Alberts,,James Alberts,1889,,,,James,Cozy Dolan,Alberts,Cozy,,https://www.baseball-almanac.com/players/player.php?p=dolanco02,Baseball Almanac
,James,Dowd,Joseph,James Joseph Dowd,1889,,,,James,Kip Dowd,Dowd,Kip,,https://www.baseball-almanac.com/players/player.php?p=dowdki01,Baseball Almanac
,Alexander,Downey,Cummings,Alexander Cummings Downey,1889,,,,Alexander,Red Downey,Downey,Red,,https://www.baseball-almanac.com/players/player.php?p=downere01,Baseball Almanac
,Leo,Dressen,August,Leo August Dressen,1889,,,,Leo,Lee Dressen,Dressen,Lee,,https://www.baseball-almanac.com/players/player.php?p=dressle01,Baseball Almanac
,Earl,Edmonson,Edward,Earl Edward Edmonson,1889,,,,Earl,Eddie Edmonson,Edmonson,Eddie,,https://www.baseball-almanac.com/players/player.php?p=edmoned01,Baseball Almanac
,Eugene,Elliott,Burninghaus,Eugene Burninghaus Elliott,1889,,,,Eugene,Gene Elliott,Elliott,Gene,,https://www.baseball-almanac.com/players/player.php?p=ellioge01,Baseball Almanac
,Chester,Emerson,Arthur,Chester Arthur Emerson,1889,,,,Chester,Chester Emerson,Emerson,Chuck,,https://www.baseball-almanac.com/players/player.php?p=emersch01,Baseball Almanac
,Jewel,Ens,Winklemeyer,Jewel Winklemeyer Ens,1889,,,,Jewel,Jewel Ens,Ens,Mutt,,https://www.baseball-almanac.com/players/player.php?p=ensje01,Baseball Almanac
,James,Esmond,Joseph,James Joseph Esmond,1889,,,,James,Jimmy Esmond,Esmond,Jimmy,,https://www.baseball-almanac.com/players/player.php?p=esmonji01,Baseball Almanac
,Charles,Evans,Franklin,Charles Franklin Evans,1889,,,,Charles,Chick Evans,Evans,Chick,,https://www.baseball-almanac.com/players/player.php?p=evansch01,Baseball Almanac
,Edward,Fitzpatrick,Henry,Edward Henry Fitzpatrick,1889,,,,Edward,Ed Fitzpatrick,Fitzpatrick,Ed,,https://www.baseball-almanac.com/players/player.php?p=fitzped01,Baseball Almanac
,Gustave,Getz,,Gustave Getz,1889,,,,Gustave,Gus Getz,Getz,Gee-Gee or Gus,"['Gee-Gee', 'Gus']",https://www.baseball-almanac.com/players/player.php?p=getzgu01,Baseball Almanac
,Theodore,Goulait,Lee,Theodore Lee Goulait,1889,,,,Theodore,Ted Goulait,Goulait,Ted,,https://www.baseball-almanac.com/players/player.php?p=goulate01,Baseball Almanac
,Harry,Gowdy,Morgan,Harry Morgan Gowdy,1889,,,,Harry,Hank Gowdy,Gowdy,Hank,,https://www.baseball-almanac.com/players/player.php?p=gowdyha01,Baseball Almanac
,Frederick,Graf,Gottlieb,Frederick Gottlieb Graf,1889,,,,Frederick,Fred Graf,Graf,Fred,,https://www.baseball-almanac.com/players/player.php?p=grafffr01,Baseball Almanac
,Thomas,Griffith,Herman,Thomas Herman Griffith,1889,,,,Thomas,Tommy Griffith,Griffith,Tommy,,https://www.baseball-almanac.com/players/player.php?p=griffto01,Baseball Almanac
,Henry,Groh,Knight,Henry Knight Groh,1889,,,,Henry,Heinie Groh,Groh,Heinie,,https://www.baseball-almanac.com/players/player.php?p=grohhe01,Baseball Almanac
,Herbert,Hall,Earl,Herbert Earl Hall,1889,,,,Herbert,Bert Hall,Hall,Bert,,https://www.baseball-almanac.com/players/player.php?p=hallbe01,Baseball Almanac
,James,Hannah,Harrison,James Harrison Hannah,1889,,,,James,Truck Hannah,Hannah,Truck,,https://www.baseball-almanac.com/players/player.php?p=hannatr01,Baseball Almanac
,William,Harper,Homer,William Homer Harper,1889,,,,William,Bill Harper,Harper,Blue Sleeve or Bill,"['Blue Sleeve', 'Bill']",https://www.baseball-almanac.com/players/player.php?p=harpebi01,Baseball Almanac
,Ben,Harris,Franklin,Ben Franklin Harris,1889,,,,Ben,Ben Harris,Harris,,,https://www.baseball-almanac.com/players/player.php?p=harribe02,Baseball Almanac
,Claude,Hendrix,Raymond,Claude Raymond Hendrix,1889,,,,Claude,Claude Hendrix,Hendrix,,,https://www.baseball-almanac.com/players/player.php?p=hendrcl01,Baseball Almanac
,John,Henry,Park,John Park Henry,1889,,,,John,John Henry,Henry,Bull,,https://www.baseball-almanac.com/players/player.php?p=henryjo02,Baseball Almanac
,Walter,Herrell,William,Walter William Herrell,1889,,,,Walter,Walt Herrell,Herrell,Reds or Walt,"['Reds', 'Walt']",https://www.baseball-almanac.com/players/player.php?p=herrewa01,Baseball Almanac
,William,Hinrichs,Louis,William Louis Hinrichs,1889,,,,William,Dutch Hinrichs,Hinrichs,Dutch,,https://www.baseball-almanac.com/players/player.php?p=hinridu01,Baseball Almanac
,Carter,Hogg,Bradley,Carter Bradley Hogg,1889,,,,Carter,Brad Hogg,Hogg,Brad or Dixie,"['Brad', 'Dixie']",https://www.baseball-almanac.com/players/player.php?p=hoggbr01,Baseball Almanac
,William,Holden,Paul,William Paul Holden,1889,,,,William,Bill Holden,Holden,Bill,,https://www.baseball-almanac.com/players/player.php?p=holdebi01,Baseball Almanac
,Hanson,Horsey,,Hanson Horsey,1889,,,,Hanson,Hanson Horsey,Horsey,,,https://www.baseball-almanac.com/players/player.php?p=horseha01,Baseball Almanac
,David,Howard,Austin,David Austin Howard,1889,,,,David,Dave Howard,Howard,Del or Dave,"['Del', 'Dave']",https://www.baseball-almanac.com/players/player.php?p=howarda01,Baseball Almanac
,Harold,Imlay,Miller,Harold Miller Imlay,1889,,,,Harold,Doc Imlay,Imlay,Doc or Harry,"['Doc', 'Harry']",https://www.baseball-almanac.com/players/player.php?p=imlaydo01,Baseball Almanac
,Otto,Jacobs,Albert,Otto Albert Jacobs,1889,,,,Otto,Otto Jacobs,Jacobs,,,https://www.baseball-almanac.com/players/player.php?p=jacobot01,Baseball Almanac
,William,James,L.,William L. James,1889,,,,William,Lefty James,James,Lefty,,https://www.baseball-almanac.com/players/player.php?p=jamesle01,Baseball Almanac
,Raymond,Jansen,William,Raymond William Jansen,1889,,,,Raymond,Ray Jansen,Jansen,Ray,,https://www.baseball-almanac.com/players/player.php?p=jansera01,Baseball Almanac
,William,Jensen,Christian,William Christian Jensen,1889,,,,William,Willie Jensen,Jensen,Willie,,https://www.baseball-almanac.com/players/player.php?p=jensewi01,Baseball Almanac
,James,Johnston,Harle,James Harle Johnston,1889,,,,James,Jimmy Johnston,Johnston,Jimmy,,https://www.baseball-almanac.com/players/player.php?p=johnsji01,Baseball Almanac
,Robert,Jones,Walter,Robert Walter Jones,1889,,,,Robert,Bob Jones,Jones,Ducky or Bob,"['Ducky', 'Bob']",https://www.baseball-almanac.com/players/player.php?p=jonesbo01,Baseball Almanac
,Raymond,Jordan,Willis,Raymond Willis Jordan,1889,,,,Raymond,Rip Jordan,Jordan,Lanky or Rip,"['Lanky', 'Rip']",https://www.baseball-almanac.com/players/player.php?p=jordari01,Baseball Almanac
,George,Kahler,Runnells,George Runnells Kahler,1889,,,,George,George Kahler,Kahler,Krum,,https://www.baseball-almanac.com/players/player.php?p=kahlege01,Baseball Almanac
,La,Kirby,Rue,La Rue Kirby,1889,,,,La,La Rue Kirby,Kirby,,,https://www.baseball-almanac.com/players/player.php?p=kirbyla01,Baseball Almanac
,Albert,Klawitter,Herman,Albert Herman Klawitter,1889,,,,Albert,Al Klawitter,Klawitter,Al or Dutch,"['Al', 'Dutch']",https://www.baseball-almanac.com/players/player.php?p=klawial01,Baseball Almanac
,Henry,Knaupp,Antone,Henry Antone Knaupp,1889,,,,Henry,Cotton Knaupp,Knaupp,Cotton,,https://www.baseball-almanac.com/players/player.php?p=knaupco01,Baseball Almanac
